image_id,r,c,direction_id,direction_seed,gain,stability_score_if_available
cifar10_00001_ship,7,21,0,321,0.8871474266052246,1.8530734777450562
cifar10_00001_ship,15,23,0,321,0.8774848580360413,1.8348147869110107
cifar10_00001_ship,8,30,0,321,0.9318649172782898,1.9058380126953125
cifar10_00001_ship,13,6,0,321,0.9338425397872925,1.8681215047836304
cifar10_00001_ship,21,31,0,321,0.8762474656105042,1.8817179203033447
cifar10_00001_ship,31,0,0,321,0.9188886880874634,1.5998696088790894
cifar10_00001_ship,28,9,0,321,-0.0012400895357131958,-0.1400502324104309
cifar10_00001_ship,29,25,0,321,0.7730666995048523,1.730257511138916
cifar10_00001_ship,26,26,0,321,0.9319385290145874,1.7313458919525146
cifar10_00001_ship,22,14,0,321,0.7250202894210815,1.7222453355789185
cifar10_00001_ship,28,7,0,321,0.2643243372440338,-0.16116082668304443
cifar10_00001_ship,29,11,0,321,0.8134672045707703,1.0574285984039307
cifar10_00001_ship,17,25,0,321,0.8996828198432922,1.7982510328292847
cifar10_00001_ship,15,21,0,321,0.937358021736145,1.8484163284301758
cifar10_00001_ship,7,13,0,321,0.86891108751297,1.9221336841583252
cifar10_00001_ship,30,6,0,321,0.8775511980056763,0.6799604892730713
cifar10_00001_ship,15,16,0,321,0.9525831341743469,1.9021410942077637
cifar10_00001_ship,26,15,0,321,0.8703155517578125,1.5500105619430542
cifar10_00001_ship,6,3,0,321,0.8855298757553101,1.8714603185653687
cifar10_00001_ship,2,27,0,321,0.8869860768318176,1.9572962522506714
cifar10_00001_ship,15,3,0,321,1.0000017881393433,1.868728756904602
cifar10_00001_ship,10,0,0,321,0.835605800151825,1.793033242225647
cifar10_00001_ship,16,28,0,321,1.0735000371932983,1.8269712924957275
cifar10_00001_ship,4,29,0,321,0.896571934223175,1.960585117340088
cifar10_00001_ship,24,4,0,321,0.9479274749755859,1.2855892181396484
cifar10_00001_ship,19,20,0,321,0.8386985063552856,1.8335716724395752
cifar10_00001_ship,29,15,0,321,0.9146417379379272,0.7468960881233215
cifar10_00001_ship,16,3,0,321,0.8915538787841797,1.9147645235061646
cifar10_00001_ship,29,19,0,321,0.963991641998291,1.5284991264343262
cifar10_00001_ship,31,3,0,321,0.9183884859085083,1.3994402885437012
cifar10_00001_ship,5,30,0,321,0.919264554977417,2.0328168869018555
