epsilon,image_index,class_index,class_name,bit_accuracy,psnr,ssim,lpips
5.0,32,1,automobile,100.0,28.612370793988795,0.9458479608021433,0.25360915064811707
5.0,33,1,automobile,100.0,29.98984637393687,0.9492532304450148,0.2879464030265808
5.0,34,1,automobile,90.0,29.00757313508823,0.9309665496627123,0.1259188950061798
5.0,35,1,automobile,100.0,28.751443562991078,0.94467704839712,0.17243576049804688
5.0,36,1,automobile,100.0,29.098863969255913,0.9495040938832386,0.2289476841688156
5.0,37,1,automobile,100.0,27.921792829707528,0.9385383814943292,0.23356330394744873
5.0,38,1,automobile,100.0,27.692864647099423,0.938061647914613,0.2140175998210907
5.0,39,1,automobile,100.0,28.013342303560236,0.9381733194651211,0.2970653474330902
5.0,40,1,automobile,100.0,28.015487047925394,0.9428439963003984,0.19738233089447021
5.0,41,1,automobile,100.0,26.688657754783897,0.9158365289708271,0.37011420726776123
5.0,42,1,automobile,100.0,29.655457164046965,0.9635852353087401,0.14014917612075806
5.0,43,1,automobile,100.0,28.199216127896367,0.9522752315674277,0.21536442637443542
5.0,44,1,automobile,100.0,29.567208986899306,0.9573025984657503,0.28195515275001526
5.0,45,1,automobile,100.0,32.80107309588868,0.9544148626567835,0.20785211026668549
5.0,46,1,automobile,100.0,27.93012043249497,0.9266345778445536,0.19438117742538452
5.0,47,1,automobile,100.0,30.84144312659845,0.9567343111911257,0.16800284385681152
5.0,48,1,automobile,100.0,27.777207249760373,0.9487794020630896,0.1506085842847824
5.0,49,1,automobile,100.0,27.112775466889445,0.936813513917128,0.2889258861541748
5.0,50,1,automobile,95.0,28.60563369878546,0.948536262064913,0.2112935185432434
5.0,51,1,automobile,100.0,27.995940309653065,0.9331433213694506,0.2611404061317444
5.0,52,1,automobile,95.0,29.93723511959356,0.9209937237525446,0.10028389096260071
5.0,53,1,automobile,100.0,30.232980189007414,0.9497320095472457,0.12216286361217499
5.0,54,1,automobile,100.0,29.341774257676963,0.9403271905217453,0.21162709593772888
5.0,55,1,automobile,100.0,28.40565544975948,0.9455775874237607,0.18722140789031982
5.0,56,1,automobile,100.0,28.544618927752087,0.950967483432255,0.18441718816757202
5.0,57,1,automobile,100.0,27.2910063322802,0.943824138075863,0.28442564606666565
5.0,58,1,automobile,100.0,27.996358470366705,0.9416749136378334,0.26465994119644165
5.0,59,1,automobile,100.0,28.34484936928597,0.9492650563976048,0.15182486176490784
5.0,60,2,bird,100.0,29.017015756422676,0.9402600113393463,0.2157244086265564
5.0,61,2,bird,100.0,28.086951339094878,0.9590049969830415,0.1472243219614029
5.0,62,2,bird,95.0,29.357930073196975,0.9378263284330212,0.25867748260498047
5.0,63,2,bird,90.0,26.581424278354646,0.9380590801440283,0.18703827261924744
5.0,64,2,bird,100.0,29.179723251486926,0.9496586422864431,0.36074674129486084
5.0,65,2,bird,95.0,29.103950365140868,0.9532149775458946,0.21869690716266632
5.0,66,2,bird,100.0,28.46693494639417,0.9524779143567548,0.2605854272842407
5.0,67,2,bird,100.0,29.032963649840138,0.9452308399219387,0.20513296127319336
5.0,68,2,bird,100.0,28.83324210113021,0.9545880456028889,0.21267461776733398
5.0,69,2,bird,100.0,31.237528010332653,0.9298862573311125,0.14073298871517181
5.0,70,2,bird,100.0,27.450462785172643,0.9358881671450178,0.22958245873451233
5.0,71,2,bird,100.0,29.246616602608082,0.9509384571951447,0.19495293498039246
5.0,72,2,bird,100.0,28.15465194238243,0.9532347512455073,0.28850895166397095
5.0,73,2,bird,100.0,27.727096509382125,0.946456977768468,0.25664210319519043
5.0,74,2,bird,100.0,28.476957093442792,0.9561944795792189,0.11348940432071686
5.0,75,2,bird,100.0,29.719659629580736,0.9570522727066404,0.09817354381084442
5.0,76,2,bird,100.0,26.714494018940766,0.9460712076921144,0.2819049060344696
5.0,77,2,bird,100.0,29.772149427825312,0.9520945668962838,0.2433658242225647
5.0,78,2,bird,100.0,27.976694053389394,0.9348666608973447,0.23040764033794403
5.0,79,2,bird,100.0,29.15915168012883,0.9578168023252976,0.2590749263763428
5.0,80,2,bird,100.0,28.81654153691755,0.9502647662312281,0.25021296739578247
5.0,81,2,bird,100.0,27.27848844615472,0.928333594973802,0.244245246052742
5.0,82,2,bird,100.0,27.71851231787293,0.9437643866700377,0.20934796333312988
5.0,83,2,bird,95.0,29.983373635161964,0.953406384145195,0.13666093349456787
5.0,84,2,bird,95.0,27.816376270039637,0.9492916119424528,0.2983831465244293
5.0,85,2,bird,95.0,28.39884486224108,0.953986430942329,0.2590550184249878
5.0,86,2,bird,100.0,30.180333418664848,0.956051146272466,0.2725379765033722
5.0,87,2,bird,100.0,29.90989718820561,0.9574446869030274,0.17284396290779114
5.0,88,2,bird,100.0,29.787657938703475,0.949955057884334,0.2800191640853882
5.0,89,2,bird,100.0,28.695785942940596,0.9354483512166271,0.2505486011505127
5.0,90,3,cat,100.0,27.711355495659515,0.931129271189405,0.28925472497940063
5.0,91,3,cat,100.0,30.098483260875298,0.9573047660568482,0.23000501096248627
5.0,92,3,cat,100.0,29.7831783382567,0.9620958497176496,0.1817983090877533
5.0,93,3,cat,100.0,30.084039161405812,0.955666665327235,0.18066620826721191
5.0,94,3,cat,100.0,29.269082802984308,0.9519925907067113,0.2065991759300232
5.0,95,3,cat,100.0,30.997408383984006,0.9517171034023488,0.1836005449295044
5.0,96,3,cat,100.0,30.39187839191548,0.950640873358517,0.16015267372131348
5.0,97,3,cat,100.0,30.628805621421385,0.9603529959839433,0.16192291676998138
5.0,98,3,cat,100.0,28.249313911343425,0.9578114519614757,0.13579344749450684
5.0,99,3,cat,100.0,28.032433188369417,0.9539953119363479,0.17397043108940125
5.0,100,3,cat,100.0,28.48744815970732,0.946779928244077,0.10933397710323334
5.0,101,3,cat,100.0,28.328669110804448,0.9544996039226231,0.1812770515680313
5.0,102,3,cat,100.0,29.699292178353748,0.9522669198042446,0.34122759103775024
5.0,103,3,cat,100.0,34.08419968333092,0.9573614650402158,0.11454880982637405
5.0,104,3,cat,100.0,29.878658932335696,0.9593758686742464,0.22783945500850677
5.0,105,3,cat,100.0,27.106922102826868,0.9297236636938684,0.24402739107608795
5.0,106,3,cat,100.0,28.51929861326978,0.9298477196737766,0.25728946924209595
5.0,107,3,cat,100.0,27.95076764551538,0.9447010391198923,0.3329174220561981
5.0,108,3,cat,100.0,30.654981242594992,0.952722306641336,0.3458978235721588
5.0,109,3,cat,100.0,26.092695818456065,0.9535235349523424,0.15925966203212738
5.0,110,3,cat,100.0,30.98328989641299,0.9577515431466326,0.1564721316099167
5.0,111,3,cat,100.0,31.730356506854953,0.9403542952321965,0.15626542270183563
5.0,112,3,cat,100.0,26.634691187591827,0.9488664373557006,0.13079309463500977
5.0,113,3,cat,100.0,29.129206878997586,0.947792640368773,0.22910341620445251
5.0,114,3,cat,100.0,26.856438952042176,0.94028347400022,0.3266543745994568
5.0,115,3,cat,100.0,30.502057012328944,0.9609185766058101,0.10348698496818542
5.0,116,3,cat,100.0,28.074970020327775,0.9222674035792072,0.24427136778831482
5.0,117,3,cat,100.0,31.846305055888568,0.956777319212094,0.09450825303792953
5.0,118,3,cat,100.0,32.076329745542004,0.9490914041576352,0.154667928814888
5.0,119,3,cat,100.0,28.97219958485236,0.9510473549101666,0.2867429852485657
5.0,120,4,deer,95.0,28.839450967737843,0.9589373673045866,0.13583803176879883
5.0,121,4,deer,100.0,29.394975697178705,0.9553992228039062,0.21096616983413696
5.0,122,4,deer,100.0,28.48106159982004,0.9450889643528956,0.21549475193023682
5.0,123,4,deer,100.0,29.19656516733703,0.9433842670098227,0.3164626955986023
5.0,124,4,deer,100.0,28.13190776067607,0.9456190406455125,0.24483463168144226
5.0,125,4,deer,100.0,29.040948057461108,0.946392662335397,0.2949812412261963
5.0,126,4,deer,100.0,28.460058510837783,0.9526664594289267,0.24172043800354004
5.0,127,4,deer,100.0,28.94242787307953,0.9454609197376439,0.3131009638309479
5.0,128,4,deer,100.0,27.018655973724943,0.9344456446267816,0.32043129205703735
5.0,129,4,deer,100.0,28.86361154491912,0.9523710297957794,0.25307947397232056
5.0,130,4,deer,100.0,27.29621284680905,0.9413064762135189,0.29553067684173584
5.0,131,4,deer,100.0,29.993100498437876,0.9552008193698763,0.1907326728105545
5.0,132,4,deer,100.0,31.22936719969312,0.9438231369860274,0.15683569014072418
5.0,133,4,deer,100.0,30.373858261129545,0.9607103770949874,0.2939645051956177
5.0,134,4,deer,95.0,27.328531415097792,0.9345135640465032,0.2600939869880676
5.0,135,4,deer,100.0,26.250755877691763,0.9417996790041162,0.1815584897994995
5.0,136,4,deer,100.0,30.256225960557437,0.9606555938646272,0.3100193738937378
5.0,137,4,deer,100.0,27.79090763278676,0.9477502579614229,0.2668934464454651
5.0,138,4,deer,100.0,29.579831841655164,0.9595052513818715,0.2533019781112671
5.0,139,4,deer,100.0,29.519447420521622,0.9503462243024474,0.21728679537773132
5.0,140,4,deer,100.0,30.274267087703386,0.9554502900324354,0.19368097186088562
5.0,141,4,deer,100.0,28.915292921925193,0.9373093821069425,0.284538209438324
5.0,142,4,deer,90.0,30.84007239192919,0.954686772983861,0.23950891196727753
5.0,143,4,deer,95.0,28.70637692702521,0.9392357415355895,0.428083598613739
5.0,144,4,deer,100.0,26.41713932546653,0.9463873281137025,0.1694851964712143
5.0,145,4,deer,100.0,29.32166872022198,0.9647242323176553,0.1556718349456787
5.0,146,4,deer,100.0,28.454370455031118,0.9379332408847926,0.3821195960044861
5.0,147,4,deer,100.0,26.797020477798476,0.9416815614222847,0.2693721055984497
5.0,148,4,deer,100.0,28.43151345240978,0.9446139523964802,0.34990161657333374
5.0,149,4,deer,100.0,28.824226172412565,0.951064024996823,0.3097430169582367
5.0,150,5,dog,100.0,30.144525186420154,0.9515039695552847,0.14528906345367432
5.0,151,5,dog,100.0,34.32686971773184,0.9535009035515576,0.08472258597612381
5.0,152,5,dog,100.0,27.62406115106083,0.9399751557901066,0.2871363162994385
5.0,153,5,dog,100.0,28.489861433654365,0.9529428014673677,0.21397489309310913
5.0,154,5,dog,100.0,28.691140602832014,0.9314798514661438,0.356254518032074
5.0,155,5,dog,100.0,29.689501878309205,0.9566349781329168,0.21524743735790253
5.0,156,5,dog,95.0,28.959164235290707,0.950666465666132,0.15437418222427368
5.0,157,5,dog,100.0,31.013558790171135,0.948620439647723,0.2535477876663208
5.0,158,5,dog,95.0,28.886443814707256,0.9498196196638796,0.23187464475631714
5.0,159,5,dog,100.0,27.278545723386966,0.9445281099059097,0.17206473648548126
5.0,160,5,dog,95.0,29.258498978520056,0.9476756805652707,0.28627005219459534
5.0,161,5,dog,100.0,32.196248436106096,0.9447088392661186,0.17718303203582764
5.0,162,5,dog,100.0,29.543963707314752,0.9596734138197048,0.09631599485874176
5.0,163,5,dog,100.0,26.67229095046617,0.9482061324797773,0.19663526117801666
5.0,164,5,dog,100.0,26.533306897927282,0.9316589876209411,0.22717638313770294
5.0,165,5,dog,100.0,28.39352065242869,0.9656328353532113,0.16256818175315857
5.0,166,5,dog,100.0,26.33259975546915,0.9351024642115976,0.29341602325439453
5.0,167,5,dog,95.0,27.594154839267155,0.9280499333325745,0.17807650566101074
5.0,168,5,dog,100.0,30.494772444458334,0.9549255423413613,0.27899861335754395
5.0,169,5,dog,100.0,28.009638465082837,0.944235279193984,0.28307005763053894
5.0,170,5,dog,100.0,27.271303985363478,0.9416974854889505,0.2251516431570053
5.0,171,5,dog,100.0,29.004662251789203,0.9538997601084439,0.2156219631433487
5.0,172,5,dog,100.0,32.676728308384895,0.943935565324979,0.12656642496585846
5.0,173,5,dog,100.0,24.635620474283684,0.9458530491538872,0.21704497933387756
5.0,174,5,dog,100.0,26.326653791626352,0.9353268457976149,0.290659099817276
5.0,175,5,dog,100.0,29.5351438424169,0.9492712661637822,0.19892984628677368
5.0,176,5,dog,100.0,33.13323078973446,0.9534762220238954,0.18444478511810303
5.0,177,5,dog,100.0,27.149785164825424,0.952438093643614,0.25693148374557495
5.0,178,5,dog,100.0,29.28601087489021,0.9590003354133586,0.1974988728761673
5.0,179,5,dog,100.0,28.684204115203826,0.9540265929980825,0.26626497507095337
5.0,180,6,frog,100.0,27.73192143111803,0.9382604831061516,0.27263566851615906
5.0,181,6,frog,100.0,29.138491341670587,0.9524381278332298,0.2000250667333603
5.0,182,6,frog,100.0,29.889520868923448,0.956823858195004,0.1788225620985031
5.0,183,6,frog,100.0,27.719090887437062,0.9460843568310149,0.15568937361240387
5.0,184,6,frog,95.0,27.483753823245372,0.9258806847064559,0.2819195091724396
5.0,185,6,frog,100.0,29.429498586514814,0.9526878096872747,0.23801890015602112
5.0,186,6,frog,100.0,29.751831424543713,0.9457934843626722,0.18572115898132324
5.0,187,6,frog,100.0,29.16381917059126,0.95184742119308,0.3188871741294861
5.0,188,6,frog,100.0,30.52418254066231,0.9508178048004557,0.3303444981575012
5.0,189,6,frog,100.0,27.079558567137617,0.9444728290552097,0.16416428983211517
5.0,190,6,frog,100.0,31.087756798168364,0.937412824191485,0.14361649751663208
5.0,191,6,frog,100.0,30.08167434090407,0.949049479575613,0.33570483326911926
5.0,192,6,frog,100.0,29.872970279519663,0.9519106381538546,0.12258940935134888
5.0,193,6,frog,100.0,28.459704938902973,0.9494595651336679,0.21396303176879883
5.0,194,6,frog,100.0,27.252889956926648,0.9374948592880058,0.19843220710754395
5.0,195,6,frog,100.0,27.17218213044373,0.9352051827935054,0.25811541080474854
5.0,196,6,frog,95.0,30.951175100125987,0.9345813667886568,0.15297195315361023
5.0,197,6,frog,100.0,30.457099194302394,0.9520023006775258,0.1705760806798935
5.0,198,6,frog,100.0,27.10811277116644,0.9261158045526031,0.280184805393219
5.0,199,6,frog,95.0,28.913511932741862,0.9419318519564809,0.3475258946418762
5.0,200,6,frog,100.0,26.841712563019826,0.934861145737974,0.39247798919677734
5.0,201,6,frog,100.0,29.188522940899126,0.9514581119784548,0.1350564956665039
5.0,202,6,frog,100.0,30.497553326315344,0.9563433096651056,0.2064422369003296
5.0,203,6,frog,100.0,28.865954678798992,0.9578389711317588,0.11301619559526443
5.0,204,6,frog,100.0,27.344258771131486,0.9367442972546565,0.24021458625793457
5.0,205,6,frog,100.0,29.968926719760155,0.9296208823879212,0.17754609882831573
5.0,206,6,frog,100.0,28.94777225716236,0.9558768947022599,0.1400139033794403
5.0,207,6,frog,100.0,29.833587136617453,0.9576052064711685,0.27540719509124756
5.0,208,6,frog,100.0,28.55472176642521,0.9441258455275361,0.2971591353416443
5.0,209,6,frog,100.0,29.332935031264185,0.9454313845883889,0.16464732587337494
5.0,210,7,horse,95.0,28.9356419746314,0.960961885694049,0.1365388035774231
5.0,211,7,horse,100.0,26.303336911544328,0.9498961813492341,0.19917723536491394
5.0,212,7,horse,100.0,27.629491059892942,0.9518861456674368,0.24604013562202454
5.0,213,7,horse,100.0,28.060889878653548,0.9505769285154391,0.18825262784957886
5.0,214,7,horse,95.0,32.57546061306202,0.9596162275742941,0.10394111275672913
5.0,215,7,horse,95.0,30.753398296162068,0.9497686695728156,0.12688590586185455
5.0,216,7,horse,100.0,27.13616746980464,0.9345753912627899,0.32224583625793457
5.0,217,7,horse,100.0,27.897345291516107,0.9298322217318122,0.2687825858592987
5.0,218,7,horse,100.0,27.897390466628792,0.9570989837445903,0.29981690645217896
5.0,219,7,horse,95.0,28.688688020978006,0.9593877110515642,0.19744330644607544
5.0,220,7,horse,100.0,28.06273069903339,0.9398783458936714,0.2653142213821411
5.0,221,7,horse,95.0,30.652750203268454,0.955827340143431,0.0925011932849884
5.0,222,7,horse,95.0,27.253421252627703,0.9511736958372863,0.15814417600631714
5.0,223,7,horse,100.0,25.80594129904049,0.9352133156372974,0.24705906212329865
5.0,224,7,horse,100.0,28.945515844946136,0.945766820283806,0.34790897369384766
5.0,225,7,horse,100.0,28.336274807430414,0.9503748320930181,0.19582384824752808
5.0,226,7,horse,95.0,29.418320674865402,0.9418018544725649,0.2509523332118988
5.0,227,7,horse,95.0,30.98277983321553,0.9624121745594385,0.09167808294296265
5.0,228,7,horse,100.0,28.624707474885987,0.9469163897862521,0.1932094693183899
5.0,229,7,horse,95.0,28.437388247193375,0.9380714949191477,0.3144279420375824
5.0,230,7,horse,100.0,28.61599470658891,0.9554535309141942,0.22880882024765015
5.0,231,7,horse,100.0,26.842299957070317,0.9377536817432764,0.2535630166530609
5.0,232,7,horse,100.0,29.224993866814252,0.9376845271840262,0.2861952781677246
5.0,233,7,horse,100.0,26.649324135139953,0.9485677595568761,0.33111608028411865
5.0,234,7,horse,95.0,29.705125667050403,0.9559826227570815,0.16091282665729523
5.0,235,7,horse,100.0,28.49743732499539,0.9419227805137043,0.3038269877433777
5.0,236,7,horse,100.0,28.239343205397063,0.9649046973855432,0.17150527238845825
5.0,237,7,horse,100.0,28.352489361385903,0.9596319491223717,0.2663472592830658
5.0,238,7,horse,100.0,28.125902355537672,0.9428416100484766,0.2056908905506134
5.0,239,7,horse,100.0,28.744070533246685,0.9466566640317632,0.3266201317310333
5.0,240,8,ship,90.0,28.771784651359923,0.9486240981073292,0.19306476414203644
5.0,241,8,ship,100.0,29.333492241319973,0.9609044052893706,0.19034282863140106
5.0,242,8,ship,100.0,27.08207916814681,0.9392203352452428,0.23675537109375
5.0,243,8,ship,100.0,29.591598596349733,0.9476035070529866,0.21351659297943115
5.0,244,8,ship,100.0,28.669397298976715,0.9444361245372043,0.3518182039260864
5.0,245,8,ship,100.0,29.515643410213993,0.9521115611794783,0.11916427314281464
5.0,246,8,ship,95.0,31.079789390899503,0.9658604964410665,0.18554838001728058
5.0,247,8,ship,100.0,29.29066950554789,0.9494870542392982,0.21890854835510254
5.0,248,8,ship,95.0,31.522586024238933,0.9686478186314776,0.07672560214996338
5.0,249,8,ship,100.0,25.757795869399672,0.9440470859793332,0.27763253450393677
5.0,250,8,ship,100.0,28.9454063864069,0.9502885730404272,0.34105008840560913
5.0,251,8,ship,95.0,29.779114653993467,0.9570009654258032,0.15596547722816467
5.0,252,8,ship,100.0,27.120770535827873,0.9418151311294886,0.09902677685022354
5.0,253,8,ship,100.0,28.114004821503368,0.9534797421414488,0.18429234623908997
5.0,254,8,ship,100.0,30.28382193615208,0.9570379873631424,0.28949278593063354
5.0,255,8,ship,100.0,29.360645216747333,0.9523546497632479,0.3118528127670288
5.0,256,8,ship,95.0,28.97565742946355,0.9432011494924427,0.3328701853752136
5.0,257,8,ship,100.0,28.983490268667058,0.9398389102883525,0.2235218584537506
5.0,258,8,ship,100.0,30.90406046586046,0.9469266240639547,0.11786366999149323
5.0,259,8,ship,95.0,30.82062506795928,0.9496472542639799,0.2550118565559387
5.0,260,8,ship,100.0,29.00491352909142,0.9481182290223216,0.2580401599407196
5.0,261,8,ship,100.0,28.58575138248075,0.9401237712205042,0.24949970841407776
5.0,262,8,ship,100.0,28.985214142060343,0.9649381550755957,0.09846020489931107
5.0,263,8,ship,95.0,29.183086078566348,0.9550294002118842,0.24305883049964905
5.0,264,8,ship,100.0,28.19899303724317,0.9503228455662976,0.3118458092212677
5.0,265,8,ship,100.0,28.761733732014598,0.9592829622569871,0.20184668898582458
5.0,266,8,ship,100.0,27.29276246727514,0.9591634543935569,0.24875441193580627
5.0,267,8,ship,100.0,27.378000433659846,0.9600383833128124,0.15743494033813477
5.0,268,8,ship,95.0,28.468691470985856,0.932652149617537,0.2636165916919708
5.0,269,8,ship,100.0,27.51332757786921,0.946053138627526,0.30834856629371643
5.0,270,9,truck,100.0,28.487119829620813,0.9435251174407573,0.29018813371658325
5.0,271,9,truck,100.0,29.030306652578307,0.9308546801082723,0.24485725164413452
5.0,272,9,truck,100.0,27.734745973797015,0.923477784112312,0.26719948649406433
5.0,273,9,truck,95.0,28.766335359610427,0.9353766554775681,0.2851436734199524
5.0,274,9,truck,95.0,31.237545489529662,0.9593492351781737,0.24627140164375305
5.0,275,9,truck,95.0,26.189196640355217,0.9239331911730716,0.3382704257965088
5.0,276,9,truck,100.0,27.94073605304535,0.9460640454248845,0.2972943186759949
5.0,277,9,truck,100.0,28.42976168409196,0.9431177838700049,0.19916099309921265
5.0,278,9,truck,100.0,29.781991482066054,0.9522567142966866,0.202866792678833
5.0,279,9,truck,100.0,27.992237902102758,0.9343555832451041,0.31622880697250366
5.0,280,9,truck,100.0,29.29501333423048,0.9424767198407878,0.23947608470916748
5.0,281,9,truck,95.0,27.562948179370963,0.917120255441071,0.23424050211906433
5.0,282,9,truck,100.0,29.729479273774633,0.9369817418642619,0.2937576174736023
5.0,283,9,truck,100.0,28.316035282753795,0.9492249239097137,0.1334027200937271
5.0,284,9,truck,95.0,31.128294427332523,0.9473383326298808,0.20661388337612152
5.0,285,9,truck,100.0,32.15143567980504,0.9549976880202548,0.2012803852558136
5.0,286,9,truck,100.0,27.105708393509733,0.9408687587765657,0.25537949800491333
5.0,287,9,truck,100.0,28.7133613541603,0.9422101263395085,0.245505228638649
5.0,288,9,truck,100.0,30.141742735867346,0.9523363311624417,0.3111984133720398
5.0,289,9,truck,90.0,29.679712934664224,0.9416345641376775,0.19111308455467224
5.0,290,9,truck,100.0,29.783113889600838,0.9440140463477737,0.28934481739997864
5.0,291,9,truck,100.0,29.151267778441596,0.9598910885398575,0.14909234642982483
5.0,292,9,truck,100.0,29.286419673003042,0.938599267267899,0.2570496201515198
5.0,293,9,truck,100.0,29.31912391622769,0.9454530151211831,0.3204130530357361
5.0,294,9,truck,95.0,28.266433773922838,0.9486374073374337,0.2268635630607605
5.0,295,9,truck,100.0,29.02458151313848,0.9366154743281214,0.21193718910217285
5.0,296,9,truck,100.0,27.632303967264626,0.9600868484628412,0.14886802434921265
5.0,297,9,truck,100.0,32.22792121743027,0.9657052498335327,0.09024299681186676
5.0,298,9,truck,100.0,28.105753099521294,0.9376536168420677,0.21257981657981873
5.0,299,9,truck,100.0,28.063233347210847,0.939915152532851,0.17022797465324402
